Datum,Wochentag,DatumNEU,KW,Schicht,Zeit von,Zeit bis,Dauer Arbeits-zeit,Anzahl MA,Menge N.i. O.,Profi,AHV,Menge Gesamt (Stück),Dauer Org-Mangel,Dauer Anlagen-Ausfall,Störung aufgrund Vormaterial,Dauer Anlagen-Ausfall intern,Dauer Logistik- Defizite,Station/ OP,Unterbrechungsursache,Bemerkung,Fehlercode,Station/ OP_raw,Station/ OP_1,Station/ OP_2,Station/ OP_3,Station/ OP_4,Station/ OP_5,Bemerkung_norm,Bemerkung_std,Unterbrechungsursache_norm,Unterbrechungsursache_std
2023-02-01,3.0,2023-02-01 00:00:00,2023/05,f,10:00:00,11:00:00,59.99999999999995,4.0,,,8.0,8.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-02-01,3.0,2023-02-01 00:00:00,2023/05,f,10:00:00,11:00:00,59.99999999999995,4.0,,,8.0,8.0,,5.0,,,,R 06,Zündfehler,Einzelaufträge,,R 06,R 06,,,,,einzelaufträge,einzelaufträge,zündfehler,zündfehler
2023-02-01,3.0,2023-02-01 00:00:00,2023/05,f,10:00:00,11:00:00,59.99999999999995,4.0,,,8.0,8.0,,5.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-02-01,3.0,2023-02-01 00:00:00,2023/05,f,10:00:00,11:00:00,59.99999999999995,4.0,,,8.0,8.0,,8.0,,,,OP 40 L,Sensor Schaltet nicht,,,OP 40 L,OP 40 L,,,,,,,sensor schaltet nicht,sensor schaltet nicht
2023-02-01,3.0,2023-02-01 00:00:00,2023/05,f,11:00:00,12:00:00,60.00000000000003,4.0,,,4.0,4.0,,5.0,,,,R 06,Freitext,Suchfahrt,,R 06,R 06,,,,,suchfahrt,suchfahrt,freitext,freitext
2023-02-01,3.0,2023-02-01 00:00:00,2023/05,f,11:00:00,12:00:00,60.00000000000003,4.0,,,4.0,4.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-02-01,3.0,2023-02-01 00:00:00,2023/05,f,11:00:00,12:00:00,60.00000000000003,4.0,,,4.0,4.0,,8.0,,,,R 09,Gasdüse und Kontaktrohr getauscht,,,R 09,R 09,,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-02-01,3.0,2023-02-01 00:00:00,2023/05,f,11:00:00,12:00:00,60.00000000000003,4.0,,,4.0,4.0,,5.0,,,,OP 25 B,Freitext,Bohrer getauscht,,OP25 B,OP 25 B,,,,,bohrer getauscht,bohrer getauscht,freitext,freitext
2023-02-01,3.0,2023-02-01 00:00:00,2023/05,f,12:00:00,13:00:00,59.99999999999995,3.0,,,2.0,2.0,,30.0,,,,OP 25 B,Freitext,Bohrer getauscht,,OP25 B,OP 25 B,,,,,bohrer getauscht,bohrer getauscht,freitext,freitext
2023-02-01,3.0,2023-02-01 00:00:00,2023/05,f,12:00:00,13:00:00,59.99999999999995,3.0,,,2.0,2.0,,,,15.0,,,Reinigung,,,,,,,,,,,reinigung,reinigung
2023-02-01,3.0,2023-02-01 00:00:00,2023/05,n,21:00:00,22:00:00,59.99999999999995,4.0,,,6.0,6.0,,,,20.0,,,Wartungsplan,,,,,,,,,,,wartungsplan,wartungsplan
2023-02-01,3.0,2023-02-01 00:00:00,2023/05,n,21:00:00,22:00:00,59.99999999999995,4.0,,,6.0,6.0,,5.0,,,,R 03,Freitext,Schubladenzuweisung,,R 03,R 03,,,,,schubladenzuweisung,schubladenzuweisung,freitext,freitext
2023-02-01,3.0,2023-02-01 00:00:00,2023/05,n,22:00:00,23:00:00,60.00000000000011,4.0,,,4.0,4.0,,5.0,,,,OP 100 L,Bauteil nicht gespannt,,,OP 100 L,OP 100 L,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-02-01,3.0,2023-02-01 00:00:00,2023/05,n,22:00:00,23:00:00,60.00000000000011,4.0,,,4.0,4.0,,5.0,,,,R 09,Zündfehler,,,R 09,R 09,,,,,,,zündfehler,zündfehler
2023-02-01,3.0,2023-02-01 00:00:00,2023/05,n,23:00:00,1900-01-01 00:00:00,59.99999999999995,4.0,,,10.0,10.0,,15.0,,,,R 09,Freitext,Brenner richten,,R 09,R 09,,,,,brenner richten,brenner richten,freitext,freitext
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,n,01:30:00,02:00:00,29.999999999999993,4.0,,,0.0,0.0,,5.0,,,,R 03,Greiferfehler Lattentasche,,,R 03,R 03,,,,,,,greiferfehler lattentasche,greiferfehler lattentasche
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,n,02:00:00,03:00:00,60.0,4.0,1.0,,11.0,12.0,,10.0,,,,R 02,Bauteil fallen gelassen,,,R 02,R 02,,,,,,,bauteil fallen gelassen,bauteil fallen gelassen
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,n,02:00:00,03:00:00,60.0,4.0,1.0,,11.0,12.0,,5.0,,,,R 03,Greiferfehler Lattentasche,,,R 03,R 03,,,,,,,greiferfehler lattentasche,greiferfehler lattentasche
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,n,02:00:00,03:00:00,60.0,4.0,1.0,,11.0,12.0,,,,,12.0,OP 25 S,Freitext,Stückzahl aus 1.3 passte nicht,,OP 25 S,OP 25 S,,,,,stückzahl aus 1.3 passte nicht,stückzahl aus 1.3 passte nicht,freitext,freitext
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,n,03:00:00,04:00:00,60.00000000000007,4.0,,,6.0,6.0,,,,,10.0,OP 60,Freitext,Falsches Deckblech in 2.3,,OP 60,OP 60,,,,,falsches deckblech in 2.3,falsches deckblech in 2.3,freitext,freitext
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,n,03:00:00,04:00:00,60.00000000000007,4.0,,,6.0,6.0,,10.0,,,,OP 100 L,Sensor Schaltet nicht,,,OP 100 L,OP 100 L,,,,,,,sensor schaltet nicht,sensor schaltet nicht
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,n,03:00:00,04:00:00,60.00000000000007,4.0,,,6.0,6.0,,4.0,,,,R 03,Greiferfehler Lattentasche,,,R 03,R 03,,,,,,,greiferfehler lattentasche,greiferfehler lattentasche
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,n,04:00:00,05:00:00,59.999999999999865,4.0,,,2.0,2.0,,,,,30.0,OP 60,Freitext,Falsches Deckblech in 2.3 (Deckblech 059 falsch ausgezeichnet Länge Soll: 2750 Länge ist 2650),,OP 60,OP 60,,,,,falsches deckblech in 2.3 (deckblech 059 falsch ausgezeichnet länge soll: 2750 länge ist 2650),falsches deckblech in 2.3 (deckblech 059 falsch ausgezeichnet länge soll: 2750 länge ist 2650),freitext,freitext
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,n,04:00:00,05:00:00,59.999999999999865,4.0,,,2.0,2.0,,5.0,,,,R 03,Greiferfehler Lattentasche,,,R 03,R 03,,,,,,,greiferfehler lattentasche,greiferfehler lattentasche
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,n,04:00:00,05:00:00,59.999999999999865,4.0,,,2.0,2.0,,,,15.0,,,Reinigung,,,,,,,,,,,reinigung,reinigung
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,f,05:00:00,06:00:00,60.00000000000007,3.0,,,6.0,6.0,,,,23.0,,,Wartungsplan,,,,,,,,,,,wartungsplan,wartungsplan
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,f,05:00:00,06:00:00,60.00000000000007,3.0,,,6.0,6.0,,8.0,,,,R 07,Freitext,Drahtfestbrand,,R 07,R 07,,,,,drahtfestbrand,drahtfestbrand,freitext,freitext
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,f,05:00:00,06:00:00,60.00000000000007,3.0,,,6.0,6.0,,5.0,,,,OP 40 R,Sensor Schaltet nicht,,,OP 40 R,OP 40 R,,,,,,,sensor schaltet nicht,sensor schaltet nicht
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,f,05:00:00,06:00:00,60.00000000000007,3.0,,,6.0,6.0,,5.0,,,,R 03,Freitext,Ausrichrstation,,R 03,R 03,,,,,ausrichrstation,ausrichrstation,freitext,freitext
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,f,06:00:00,07:00:00,60.00000000000003,3.0,,4.0,,4.0,,5.0,,,,R 03,Freitext,Ausrichrstation,,R 03,R 03,,,,,ausrichrstation,ausrichrstation,freitext,freitext
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,f,06:00:00,07:00:00,60.00000000000003,3.0,,4.0,,4.0,,5.0,,,,R 06,Zündfehler,,,R 06,R 06,,,,,,,zündfehler,zündfehler
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,f,07:00:00,08:00:00,59.99999999999995,4.0,,7.0,4.0,11.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,f,07:00:00,08:00:00,59.99999999999995,4.0,,7.0,4.0,11.0,,8.0,,,,R 02,Freitext,hat DB falsch abgelegt   L 2814,,R 02,R 02,,,,,hat db falsch abgelegt l 2814,hat db falsch abgelegt l 2814,freitext,freitext
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,f,07:00:00,08:00:00,59.99999999999995,4.0,,7.0,4.0,11.0,,5.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,f,08:00:00,09:00:00,60.00000000000003,4.0,,11.0,,11.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,f,08:00:00,09:00:00,60.00000000000003,4.0,,11.0,,11.0,,5.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,f,08:00:00,09:00:00,60.00000000000003,4.0,,11.0,,11.0,,,,,15.0,OP 60,Freitext,DB Gestell 2.4 falsch gepackt  soll  2900 ist 2750,,OP 60,OP 60,,,,,db gestell 2.4 falsch gepackt soll 2900 ist 2750,db gestell 2.5 falsch gepackt soll 2750 ist 2900,freitext,freitext
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,f,09:30:00,10:00:00,30.000000000000053,4.0,,,,0.0,,30.0,,,,,Freitext,Wöchentliche Reinigung,,,,,,,,wöchentliche reinigung,wöchentliche reinigung,freitext,freitext
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,f,10:00:00,11:00:00,59.99999999999995,4.0,,,2.0,2.0,,30.0,,,,,Freitext,Wöchentliche Reinigung,,,,,,,,wöchentliche reinigung,wöchentliche reinigung,freitext,freitext
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,f,10:00:00,11:00:00,59.99999999999995,4.0,,,2.0,2.0,,,,,15.0,OP 60,Freitext,DB Gestell 2.4 falsch gepackt soll 2750 ist 2900,,OP 60,OP 60,,,,,db gestell 2.4 falsch gepackt soll 2750 ist 2900,db gestell 2.5 falsch gepackt soll 2750 ist 2900,freitext,freitext
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,f,10:00:00,11:00:00,59.99999999999995,4.0,,,2.0,2.0,,8.0,,,,R 07,Gasdüse und Kontaktrohr getauscht,,,R07/R08,R 07,R 08,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,f,11:00:00,12:00:00,60.00000000000003,4.0,2.0,2.0,6.0,10.0,,5.0,,,,OP 100 R,Verstärkungsprofil,,,OP 100 R,OP 100 R,,,,,,,verstärkungsprofil,verstärkungsprofil
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,f,11:00:00,12:00:00,60.00000000000003,4.0,2.0,2.0,6.0,10.0,,8.0,,,,R 04,Gasdüse und Kontaktrohr getauscht,,,R 04,R 04,,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,f,11:00:00,12:00:00,60.00000000000003,4.0,2.0,2.0,6.0,10.0,,8.0,,,,R 02,Freitext,hat DB falsch abgelegt   L 2814,,R 02,R 02,,,,,hat db falsch abgelegt l 2814,hat db falsch abgelegt l 2814,freitext,freitext
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,f,12:00:00,13:00:00,59.99999999999995,4.0,,4.0,,4.0,,8.0,,,,R 02,Parallelgreifer ,,,R 02,R 02,,,,,,,parallelgreifer,parallelgreifer
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,f,12:00:00,13:00:00,59.99999999999995,4.0,,4.0,,4.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,f,12:00:00,13:00:00,59.99999999999995,4.0,,4.0,,4.0,30,,,,,,,Streik,,,,,,,,streik,streik,,
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,13:00:00,14:00:00,60.00000000000011,4.0,,,,0.0,30,,,,,,,Streik.,,,,,,,,streik.,streik.,,
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,13:00:00,14:00:00,60.00000000000011,4.0,,,,0.0,,,,23.0,,,Wartungsplan,,,,,,,,,,,wartungsplan,wartungsplan
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,14:00:00,15:00:00,59.99999999999995,4.0,,6.0,,6.0,,7.0,,,,OP 100R,Störung,L=2814 R02 hat das Deckblech falsch abgelegt.,,"OP100R,R02",OP 100R,R 02,,,,l=2814 r02 hat das deckblech falsch abgelegt.,l=2814 r02 hat das deckblech falsch abgelegt.,störung,störung
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,14:00:00,15:00:00,59.99999999999995,4.0,,6.0,,6.0,,4.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,14:00:00,15:00:00,59.99999999999995,4.0,,6.0,,6.0,,5.0,,,,OP 100 R,Verstärkungsprofil,Referenzieren.,,OP 100 R,OP 100 R,,,,,referenzieren.,referenzieren.,verstärkungsprofil,verstärkungsprofil
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,14:00:00,15:00:00,59.99999999999995,4.0,,6.0,,6.0,,5.0,,,,OP 100R,Störung,L=2814 R02 hat das Deckblech falsch abgelegt.,,"OP100R, R02",OP 100R,R 02,,,,l=2814 r02 hat das deckblech falsch abgelegt.,l=2814 r02 hat das deckblech falsch abgelegt.,störung,störung
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,15:00:00,16:00:00,59.99999999999995,4.0,,7.0,2.0,9.0,,4.0,,,,R 03,Sensor Schaltet nicht,Ausrichtstation.,,R 03,R 03,,,,,ausrichtstation.,ausrichtstation.,sensor schaltet nicht,sensor schaltet nicht
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,15:00:00,16:00:00,59.99999999999995,4.0,,7.0,2.0,9.0,,,,,,,,Ein Schweißer muß Heckrungen bei Tor 4 und bei Tor 40 nacharbeiten.,,,,,,,,ein schweißer muß heckrungen bei tor 4 und bei tor 40 nacharbeiten.,ein schweißer muß heckrungen bei tor 4 und bei tor 40 nacharbeiten.,,
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,15:00:00,16:00:00,59.99999999999995,4.0,,7.0,2.0,9.0,,,,5.0,,R 07,Gasdüse und Kontaktrohr getauscht,,,"R07,R08",R 07,R 08,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,15:00:00,16:00:00,59.99999999999995,4.0,,7.0,2.0,9.0,,,,3.0,,R 09,Gasdüse getauscht,,,R 09,R 09,,,,,,,gasdüse getauscht,gasdüse getauscht
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,16:00:00,17:00:00,60.00000000000011,4.0,,,2.0,2.0,,6.0,,,,R 04,Zündfehler,,,R 04,R 04,,,,,,,zündfehler,zündfehler
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,16:00:00,17:00:00,60.00000000000011,4.0,,,2.0,2.0,,3.0,,,,R 03,Sensor Schaltet nicht,Ausrichtstation.,,R 03,R 03,,,,,ausrichtstation.,ausrichtstation.,sensor schaltet nicht,sensor schaltet nicht
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,16:00:00,17:00:00,60.00000000000011,4.0,,,2.0,2.0,,5.0,,,,OP 100R,Störung,L=2814 R02 hat das Deckblech falsch abgelegt.,,"OP100R,R02",OP 100R,R 02,,,,l=2814 r02 hat das deckblech falsch abgelegt.,l=2814 r02 hat das deckblech falsch abgelegt.,störung,störung
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,16:00:00,17:00:00,60.00000000000011,4.0,,,2.0,2.0,,12.0,,,,R 01,Freitext,"R01 macht ständig Messfehler vor OP20, Robotertechniker informiert. Fehler wurde nicht behoben.",,R 01,R 01,,,,,"r01 macht ständig messfehler vor op20, robotertechniker informiert. fehler wurde nicht behoben.","r01 macht ständig messfehler vor op20, robotertechniker informiert. fehler wurde nicht behoben.",freitext,freitext
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,17:30:00,18:00:00,30.000000000000053,4.0,,,4.0,4.0,,3.0,,,,R 03,Sensor Schaltet nicht,Ausrichtstation.,,R 03,R 03,,,,,ausrichtstation.,ausrichtstation.,sensor schaltet nicht,sensor schaltet nicht
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,17:30:00,18:00:00,30.000000000000053,4.0,,,4.0,4.0,,,,5.0,,R 07,Gasdüse und Kontaktrohr getauscht,,,"R07,R08",R 07,R 08,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,17:30:00,18:00:00,30.000000000000053,4.0,,,4.0,4.0,,,,4.0,,R 09,Gasdüse und Kontaktrohr getauscht,,,R 09,R 09,,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,17:30:00,18:00:00,30.000000000000053,4.0,,,4.0,4.0,,5.0,,,,OP 100R,Freitext,L=2814 Deckblech manuell ablegen.,,"OP100R,R02",OP 100R,R 02,,,,l=2814 deckblech manuell ablegen.,l=2814 deckblech manuell ablegen.,freitext,freitext
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,18:00:00,19:00:00,59.99999999999995,4.0,,4.0,,4.0,,15.0,,,,OP 100R,Freitext,L=2814 Deckblech manuell ablegen. Robotertechniker informiert.. Problem konnte nicht behoben werden.,,"OP100R,R02",OP 100R,R 02,,,,l=2814 deckblech manuell ablegen. robotertechniker informiert.. problem konnte nicht behoben werden.,l=2814 deckblech manuell ablegen. robotertechniker informiert.. problem konnte nicht behoben werden.,freitext,freitext
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,18:00:00,19:00:00,59.99999999999995,4.0,,4.0,,4.0,,4.0,,,,R 04,Zündfehler,,,R 04,R 04,,,,,,,zündfehler,zündfehler
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,18:00:00,19:00:00,59.99999999999995,4.0,,4.0,,4.0,,3.0,,,,R 03,Sensor Schaltet nicht,Ausrichtstation.,,R 03,R 03,,,,,ausrichtstation.,ausrichtstation.,sensor schaltet nicht,sensor schaltet nicht
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,19:00:00,20:00:00,60.00000000000011,4.0,,6.0,,6.0,,10.0,,,,OP 100R,Freitext,L=2814 R02 hat das Deckblech falsch abgelegt.,,"OP100R,R02",OP 100R,R 02,,,,l=2814 r02 hat das deckblech falsch abgelegt.,l=2814 r02 hat das deckblech falsch abgelegt.,freitext,freitext
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,19:00:00,20:00:00,60.00000000000011,4.0,,6.0,,6.0,,,,,25.0,OP 60,Störung,Gestell 2.4 wurde falsch gepackt.,,OP 60,OP 60,,,,,gestell 2.4 wurde falsch gepackt.,gestell 2.4 wurde falsch gepackt.,störung,störung
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,19:00:00,20:00:00,60.00000000000011,4.0,,6.0,,6.0,,8.0,,,,OP 100L,Bauteil fallen gelassen,,,"OP100L,R01",OP 100L,R 01,,,,,,bauteil fallen gelassen,bauteil fallen gelassen
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,19:00:00,20:00:00,60.00000000000011,4.0,,6.0,,6.0,,,,4.0,,R 09,Gasdüse getauscht,,,R 09,R 09,,,,,,,gasdüse getauscht,gasdüse getauscht
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,20:00:00,21:00:00,59.99999999999995,4.0,,4.0,2.0,6.0,,8.0,,,,R 09,Störung,Gr. Lattentasche ist abgefallen.,,R 09,R 09,,,,,gr. lattentasche ist abgefallen.,gr. lattentasche ist abgefallen.,störung,störung
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,20:00:00,21:00:00,59.99999999999995,4.0,,4.0,2.0,6.0,,5.0,,,,OP 100R,Störung,L=2814 Deckblech manuell ablegen.,,"OP100R,R02",OP 100R,R 02,,,,l=2814 deckblech manuell ablegen.,l=2814 deckblech manuell ablegen.,störung,störung
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,s,20:00:00,21:00:00,59.99999999999995,4.0,,4.0,2.0,6.0,,,,15.0,,,Reinigung,,,,,,,,,,,reinigung,reinigung
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,n,21:00:00,22:00:00,59.99999999999995,4.0,,9.0,,9.0,,,,20.0,,,Wartungsplan,,,,,,,,,,,wartungsplan,wartungsplan
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,n,21:00:00,22:00:00,59.99999999999995,4.0,,9.0,,9.0,,5.0,,,,OP 100 R,Bauteil nicht gespannt,,,OP 100 R,OP 100 R,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,n,22:00:00,23:00:00,60.00000000000011,4.0,1.0,9.0,,10.0,,10.0,,,,OP 100 L,Bauteil räumen,,,OP 100 L,OP 100 L,,,,,,,bauteil räumen,bauteil räumen
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,n,22:00:00,23:00:00,60.00000000000011,4.0,1.0,9.0,,10.0,,5.0,,,,R 03,Greiferfehler Lattentasche,,,R 03,R 03,,,,,,,greiferfehler lattentasche,greiferfehler lattentasche
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,n,22:00:00,23:00:00,60.00000000000011,4.0,1.0,9.0,,10.0,,5.0,,,,R 09,Zündfehler,,,R 09,R 09,,,,,,,zündfehler,zündfehler
2023-02-02,4.0,2023-02-02 00:00:00,2023/05,n,23:00:00,1900-01-01 00:00:00,59.99999999999995,4.0,,2.0,,2.0,,30.0,,,,OP 25 S,Freitext,Sägeblatt getauscht,,OP 25 S,OP 25 S,,,,,sägeblatt getauscht,sägeblatt getauscht.,freitext,freitext
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,n,00:00:00,01:00:00,59.999999999999986,4.0,,9.0,,9.0,,5.0,,,,R 07,Gasdüse getauscht,,,R 07,R 07,,,,,,,gasdüse getauscht,gasdüse getauscht
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,n,02:00:00,03:00:00,60.0,4.0,,6.0,,6.0,,30.0,,,,OP 100 L,Freitext,"Hydraulikleckage , Schlosser informiert",,OP 100 L,OP 100 L,,,,,"hydraulikleckage , schlosser informiert","hyraulikleckage , schlosser informiert",freitext,freitext
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,n,03:00:00,04:00:00,60.00000000000007,4.0,,0.0,,0.0,,60.0,,,,OP 100 L,Freitext,"Hydraulikleckage, Schlosser informiert",,OP 100 L,OP 100 L,,,,,"hydraulikleckage, schlosser informiert","hydraulikleckage, schlosser informiert",freitext,freitext
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,n,04:00:00,05:00:00,59.999999999999865,4.0,,2.0,,2.0,,30.0,,,,R 07,Schweißdraht tauschen,,,R 07,R 07,,,,,,,schweißdraht tauschen,schweißdraht tauschen
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,n,04:00:00,05:00:00,59.999999999999865,4.0,,2.0,,2.0,,5.0,,,,OP 100 R,Bauteil nicht gespannt,,,OP 100 R,OP 100 R,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,n,04:00:00,05:00:00,59.999999999999865,4.0,,2.0,,2.0,,,,15.0,,,Reinigung,,,,,,,,,,,reinigung,reinigung
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,05:00:00,06:00:00,60.00000000000007,3.0,,4.0,,4.0,,,,25.0,,,Wartungsplan,,,,,,,,,,,wartungsplan,wartungsplan
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,05:00:00,06:00:00,60.00000000000007,3.0,,4.0,,4.0,,5.0,,,,R 09,Zündfehler,,,R 09,R 09,,,,,,,zündfehler,zündfehler
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,05:00:00,06:00:00,60.00000000000007,3.0,,4.0,,4.0,,8.0,,,,R 03,Freitext,Crash in Schublade 4 Rob Tech informiert / Ausrichtstation,,R 03,R 03,,,,,crash in schublade 4 rob tech informiert / ausrichtstation,crash in schublade 4 rob tech informiert / ausrichtstation,freitext,freitext
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,06:00:00,07:00:00,60.00000000000003,3.0,,8.0,4.0,12.0,,8.0,,,,R 02,Freitext,hat DB falsch abgelegt   L 2814,,R 02,R 02,,,,,hat db falsch abgelegt l 2814,hat db falsch abgelegt l 2814,freitext,freitext
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,06:00:00,07:00:00,60.00000000000003,3.0,,8.0,4.0,12.0,,5.0,,,,OP 100 R,Sensor Schaltet nicht,,,OP 100 R,OP 100 R,,,,,,,sensor schaltet nicht,sensor schaltet nicht
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,06:00:00,07:00:00,60.00000000000003,3.0,,8.0,4.0,12.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,07:00:00,08:00:00,59.99999999999995,4.0,,8.0,,8.0,,5.0,,,,R 09,Zündfehler,,,R 09,R 09,,,,,,,zündfehler,zündfehler
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,07:00:00,08:00:00,59.99999999999995,4.0,,8.0,,8.0,,5.0,,,,R 08,Zündfehler,,,R 08,R 08,,,,,,,zündfehler,zündfehler
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,07:00:00,08:00:00,59.99999999999995,4.0,,8.0,,8.0,,8.0,,,,R 02,Freitext,hat DB falsch abgelegt   L 2814,,R 02,R 02,,,,,hat db falsch abgelegt l 2814,hat db falsch abgelegt l 2814,freitext,freitext
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,07:00:00,08:00:00,59.99999999999995,4.0,,8.0,,8.0,,8.0,,,,R 03,Greiferfehler U-Profil,Einzelaufträge,,R 03,R 03,,,,,einzelaufträge,einzelaufträge,greiferfehler u-profil,greiferfehler u-profil
