Datum,Wochentag,DatumNEU,KW,Schicht,Zeit von,Zeit bis,Dauer Arbeits-zeit,Anzahl MA,Menge N.i. O.,Profi,AHV,Menge Gesamt (Stück),Dauer Org-Mangel,Dauer Anlagen-Ausfall,Störung aufgrund Vormaterial,Dauer Anlagen-Ausfall intern,Dauer Logistik- Defizite,Station/ OP,Unterbrechungsursache,Bemerkung,Fehlercode,Station/ OP_raw,Station/ OP_1,Station/ OP_2,Station/ OP_3,Station/ OP_4,Station/ OP_5,Bemerkung_norm,Bemerkung_std,Unterbrechungsursache_norm,Unterbrechungsursache_std
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,07:00:00,08:00:00,59.99999999999995,5.0,,4.0,1.0,5.0,,5.0,,,,R 06,Zündfehler,,,R 06,R 06,,,,,,,zündfehler,zündfehler
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,08:00:00,09:00:00,60.00000000000003,5.0,,4.0,4.0,8.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,08:00:00,09:00:00,60.00000000000003,5.0,,4.0,4.0,8.0,,8.0,,,,R 04,Gasdüse und Kontaktrohr getauscht,,,R 04,R 04,,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,08:00:00,09:00:00,60.00000000000003,5.0,,4.0,4.0,8.0,,5.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,08:00:00,09:00:00,60.00000000000003,5.0,,4.0,4.0,8.0,,8.0,,,,R 09,Gasdüse und Kontaktrohr getauscht,,,R 09,R 09,,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,09:30:00,10:00:00,30.000000000000053,5.0,,,4.0,4.0,,,8,,,OP 100 R,Bauteil nicht gespannt,Einzelaufträge,,OP 100 R,OP 100 R,,,,,einzelaufträge,einzelaufträge,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,09:30:00,10:00:00,30.000000000000053,5.0,,,4.0,4.0,,5.0,,,,R 09,Zündfehler,,,R 09,R 09,,,,,,,zündfehler,zündfehler
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,09:30:00,10:00:00,30.000000000000053,5.0,,,4.0,4.0,,5.0,,,,R 08,Zündfehler,,,R 08,R 08,,,,,,,zündfehler,zündfehler
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,10:00:00,11:00:00,59.99999999999995,5.0,1.0,,6.0,7.0,,5.0,,,,R 03,Freitext,Ausrichtstation / Einzelaufträge,,R 03,R 03,,,,,ausrichtstation / einzelaufträge,ausrichtstation / einzelaufträge,freitext,freitext
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,10:00:00,11:00:00,59.99999999999995,5.0,1.0,,6.0,7.0,,5.0,,,,R 09,Zündfehler,,,R 09,R 09,,,,,,,zündfehler,zündfehler
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,10:00:00,11:00:00,59.99999999999995,5.0,1.0,,6.0,7.0,,,10,,,OP 100 R,Bauteil nicht gespannt,Referenzieren,,OP 100 R,OP 100 R,,,,,referenzieren,referenzieren,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,11:00:00,12:00:00,60.00000000000003,5.0,,,7.0,7.0,,,10,,,OP 100 R,Bauteil nicht gespannt,Referenzieren,,OP 100 R,OP 100 R,,,,,referenzieren,referenzieren,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,11:00:00,12:00:00,60.00000000000003,5.0,,,7.0,7.0,,5.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,11:00:00,12:00:00,60.00000000000003,5.0,,,7.0,7.0,,5.0,,,,R 06,Zündfehler,,,R 06,R 06,,,,,,,zündfehler,zündfehler
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,11:00:00,12:00:00,60.00000000000003,5.0,,,7.0,7.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,12:00:00,13:00:00,59.99999999999995,5.0,,,8.0,8.0,,8.0,,,,R 09,Gasdüse und Kontaktrohr getauscht,,,R 09,R 09,,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,12:00:00,13:00:00,59.99999999999995,5.0,,,8.0,8.0,,5.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,12:00:00,13:00:00,59.99999999999995,5.0,,,8.0,8.0,,,,15.0,,,Reinigung,,,,,,,,,,,reinigung,reinigung
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,13:00:00,14:00:00,60.00000000000011,3.0,1.0,,4.0,5.0,,,,15.0,,,Wartungsplan,,,,,,,,,,,wartungsplan,wartungsplan
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,13:00:00,14:00:00,60.00000000000011,3.0,1.0,,4.0,5.0,,,,15.0,,,,Hör- und Sehtest Benjamin Bödeker,,,,,,,,hör- und sehtest benjamin bödeker,hör- und sehtest benjamin bödeker,,
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,13:00:00,14:00:00,60.00000000000011,3.0,1.0,,4.0,5.0,,5.0,,,,OP 100R,Spanner schließt nicht,,,Op 100R,OP 100R,,,,,,,spanner schließt nicht,spanner schließt nicht
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,13:00:00,14:00:00,60.00000000000011,3.0,1.0,,4.0,5.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,14:00:00,15:00:00,59.99999999999995,3.0,,2.0,2.0,4.0,,10.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,14:00:00,15:00:00,59.99999999999995,3.0,,2.0,2.0,4.0,,5.0,,,,R 09,Brennerreinigung,,,R 09,R 09,,,,,,,brennerreinigung,brennerreinigung
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,14:00:00,15:00:00,59.99999999999995,3.0,,2.0,2.0,4.0,,10.0,,,,OP 90 L,Freitext,Hydraulikschlauch kaputt. Vorsp. Schließt nicht. Schlosser informiert,,OP 90 L,OP 90 L,,,,,hydraulikschlauch kaputt. vorsp. schließt nicht. schlosser informiert,hydraulikschlauch kaputt. vorsp. schließt nicht. schlosser informiert,freitext,freitext
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,15:00:00,16:00:00,59.99999999999995,3.0,1.0,2.0,,3.0,,40.0,,,,OP 90 L,Freitext,Hydraulikschlauch kaputt. Vorsp. Schließt nicht. Schlosser informiert,,OP 90 L,OP 90 L,,,,,hydraulikschlauch kaputt. vorsp. schließt nicht. schlosser informiert,hydraulikschlauch kaputt. vorsp. schließt nicht. schlosser informiert,freitext,freitext
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,15:00:00,16:00:00,59.99999999999995,3.0,1.0,2.0,,3.0,,10.0,,,,OP 90 R,,Bauteil räumen da Vorspannung nicht mehr vorhanden ist,,OP 90 R,OP 90 R,,,,,bauteil räumen da vorspannung nicht mehr vorhanden ist,bauteil räumen da vorspannung nicht mehr vorhanden ist,,
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,16:00:00,17:00:00,60.00000000000011,3.0,,5.0,,5.0,,15.0,,,,OP 40,Freitext,R 01 legt Blech falsch ab. Ohne Meldung,,OP 40,OP 40,,,,,r 01 legt blech falsch ab. ohne meldung,r 01 legt blech falsch ab. ohne meldung,freitext,freitext
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,16:00:00,17:00:00,60.00000000000011,3.0,,5.0,,5.0,,10.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,16:00:00,17:00:00,60.00000000000011,3.0,,5.0,,5.0,,5.0,,,,R 09,Brennerreinigung,,,R 09,R 09,,,,,,,brennerreinigung,brennerreinigung
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,16:00:00,17:00:00,60.00000000000011,3.0,,5.0,,5.0,,10.0,,,,OP 100 R,bauteil nicht gespannt,Zündfehler R 06/07/08/09 durch Bauteilkontrolle OP 130,,OP 100 R,OP 100 R,,,,,zündfehler r 06/07/08/09 durch bauteilkontrolle op 130,zündfehler r 06/07/08/09 durch bauteilkontrolle op 130,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,17:30:00,18:00:00,30.000000000000053,3.0,,0.0,0.0,0.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,17:30:00,18:00:00,30.000000000000053,3.0,,0.0,0.0,0.0,,5.0,,,,OP 100 R,bauteil nicht gespannt,,,OP 100 R,OP 100 R,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,17:30:00,18:00:00,30.000000000000053,3.0,,0.0,0.0,0.0,,10.0,,,,OP 40,Freitext,Sensor durchgehend geschaltet ohne Meldung,,OP 40,OP 40,,,,,sensor durchgehend geschaltet ohne meldung,sensor durchgehend geschaltet ohne meldung,freitext,freitext
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,18:00:00,19:00:00,59.99999999999995,3.0,,8.0,,8.0,,5.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,18:00:00,19:00:00,59.99999999999995,3.0,,8.0,,8.0,,10.0,,,,OP 40 R,,Sensor schaltet durchgehend. Sensor getauscht,,OP 40 R,OP 40 R,,,,,sensor schaltet durchgehend. sensor getauscht,sensor schaltet durchgehend. sensor getauscht,,
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,19:00:00,20:00:00,60.00000000000011,3.0,,4.0,4.0,8.0,,5.0,,,,OP 40 R,Freitext,Sensor schaltet durchgehend. Sensor getauscht,,OP 40 R,OP 40 R,,,,,sensor schaltet durchgehend. sensor getauscht,sensor schaltet durchgehend. sensor getauscht,freitext,freitext
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,19:00:00,20:00:00,60.00000000000011,3.0,,4.0,4.0,8.0,,10.0,,,,OP 40 R,Freitext,R 01 legt Bauteil nicht richtig ab ohne Meldung,,OP 40 R,OP 40 R,,,,,r 01 legt bauteil nicht richtig ab ohne meldung,r 01 legt bauteil nicht richtig ab ohne meldung,freitext,freitext
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,19:00:00,20:00:00,60.00000000000011,3.0,,4.0,4.0,8.0,,5.0,,,,R 09,Brennerreinigung,,,R 09,R 09,,,,,,,brennerreinigung,brennerreinigung
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,20:00:00,21:00:00,59.99999999999995,3.0,,,3.0,3.0,,10.0,,,,R 09,Brennerreinigung,,,R 09,R 09,,,,,,,brennerreinigung,brennerreinigung
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,20:00:00,21:00:00,59.99999999999995,3.0,,,3.0,3.0,,5.0,,,,R 06,Zündfehler,,,R 06,R 06,,,,,,,zündfehler,zündfehler
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,s,20:00:00,21:00:00,59.99999999999995,3.0,,,3.0,3.0,,5.0,,,,R 09,Zündfehler,Ohne Meldung,,R 09,R 09,,,,,ohne meldung,ohne meldung,zündfehler,zündfehler
2023-03-13,6.0,,,s,20:00:00,21:00:00,59.99999999999995,3.0,,,3.0,3.0,,,,10.0,,,Reinigung,,,,,,,,,,,reinigung,reinigung
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,n,21:00:00,22:00:00,59.99999999999995,5.0,,,8.0,8.0,,,,20.0,,,Wartungsplan,,,,,,,,,,,wartungsplan,wartungsplan
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,n,21:00:00,22:00:00,59.99999999999995,5.0,,,8.0,8.0,,15.0,,,,R 09,Brennerreinigung,Rob Tech informiert,,R 09,R 09,,,,,rob tech informiert,rob tech informiert,brennerreinigung,brennerreinigung
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,n,22:00:00,23:00:00,60.00000000000011,5.0,,,10.0,10.0,,5.0,,,,R 09,Zündfehler,,,R 09,R 09,,,,,,,zündfehler,zündfehler
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,n,22:00:00,23:00:00,60.00000000000011,5.0,,,10.0,10.0,,5.0,,,,R 06,Zündfehler,,,R 06,R 06,,,,,,,zündfehler,zündfehler
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,n,23:00:00,1900-01-01 00:00:00,59.99999999999995,5.0,,,4.0,4.0,,,,,15.0,OP 60,Freitext,falsches Deckblech in der Anlage,,OP 60,OP 60,,,,,falsches deckblech in der anlage,falsches deckblech in der anlage,freitext,freitext
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,n,23:00:00,1900-01-01 00:00:00,59.99999999999995,5.0,,,4.0,4.0,,5.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,n,23:00:00,1900-01-01 00:00:00,59.99999999999995,5.0,,,4.0,4.0,,15.0,,,,OP 40 R,Sensor Schaltet nicht,Vorspannung Lösen schaltet nicht. Rob Tech informiert,,OP 40 R,OP 40 R,,,,,vorspannung lösen schaltet nicht. rob tech informiert,vorspannung lösen schaltet nicht. rob tech informiert,sensor schaltet nicht,sensor schaltet nicht
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,n,23:00:00,1900-01-01 00:00:00,59.99999999999995,5.0,,,4.0,4.0,,5.0,,,,R 03,Greiferfehler Lattentasche,,,R 03,R 03,,,,,,,greiferfehler lattentasche,greiferfehler lattentasche
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,n,00:00:00,01:00:00,59.999999999999986,5.0,1.0,,3.0,4.0,,,12,,,R 03,Greiferfehler Lattentasche,,,R 03,R 03,,,,,,,greiferfehler lattentasche,greiferfehler lattentasche
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,n,00:00:00,01:00:00,59.999999999999986,5.0,1.0,,3.0,4.0,,,5,,,OP 100 R,Bauteil nicht gespannt,,,OP 100 R,OP 100 R,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,n,00:00:00,01:00:00,59.999999999999986,5.0,1.0,,3.0,4.0,,,8,,,OP 100 L,Bauteil nicht gespannt,,,OP 100 L,OP 100 L,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,n,01:30:00,02:00:00,29.999999999999993,5.0,,,3.0,3.0,,,8,,,OP 100 L,Bauteil nicht gespannt,,,OP 100 L,OP 100 L,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,n,01:30:00,02:00:00,29.999999999999993,5.0,,,3.0,3.0,,,10,,,R 03,Greiferfehler Lattentasche,,,R 03,R 03,,,,,,,greiferfehler lattentasche,greiferfehler lattentasche
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,n,01:30:00,02:00:00,29.999999999999993,5.0,,,3.0,3.0,,5.0,,,,R 06,Zündfehler,,,R 06,R 06,,,,,,,zündfehler,zündfehler
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,n,02:00:00,03:00:00,60.0,5.0,2.0,,4.0,6.0,,10.0,,,,R 02,Bauteil fallen gelassen,,,R 02,R 02,,,,,,,bauteil fallen gelassen,bauteil fallen gelassen
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,n,02:00:00,03:00:00,60.0,5.0,2.0,,4.0,6.0,,10.0,,,,OP 40 R,Räumen,,,OP 40 R,OP 40 R,,,,,,,räumen,räumen
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,n,02:00:00,03:00:00,60.0,5.0,2.0,,4.0,6.0,,10.0,,,,OP 90 R,Räumen,,,OP 90 R,OP 90 R,,,,,,,räumen,räumen
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,n,02:00:00,03:00:00,60.0,5.0,2.0,,4.0,6.0,,,9,,,R 03,Greiferfehler Lattentasche,,,R 03,R 03,,,,,,,greiferfehler lattentasche,greiferfehler lattentasche
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,n,03:00:00,04:00:00,60.00000000000007,5.0,1.0,,3.0,4.0,,7.0,,,,R 06,Zündfehler,,,R 06,R 06,,,,,,,zündfehler,zündfehler
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,n,03:00:00,04:00:00,60.00000000000007,5.0,1.0,,3.0,4.0,,5.0,,,,R 02,Bauteil fallen gelassen,,,R 02,R 02,,,,,,,bauteil fallen gelassen,bauteil fallen gelassen
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,n,03:00:00,04:00:00,60.00000000000007,5.0,1.0,,3.0,4.0,,8.0,,,,R 07,Gasdüse und Kontaktrohr getauscht,,,R 07,R 07,,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,n,04:00:00,05:00:00,59.999999999999865,5.0,,,5.0,5.0,,29.0,,,,R 07,Freitext,"schlechte Schweißqualität , Rob Tech informiert",,R 07,R 07,,,,,"schlechte schweißqualität , rob tech informiert","schlechte schweißqualität , rob tech informiert",freitext,freitext
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,n,04:00:00,05:00:00,59.999999999999865,5.0,,,5.0,5.0,,,,15.0,,,Reinigung,,,,,,,,,,,reinigung,reinigung
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,05:00:00,06:00:00,60.00000000000007,4.0,,,5.0,5.0,,,,25.0,,,Wartungsplan,Einzelaufträge,,,,,,,,einzelaufträge,einzelaufträge,wartungsplan,wartungsplan
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,05:00:00,06:00:00,60.00000000000007,4.0,,,5.0,5.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,05:00:00,06:00:00,60.00000000000007,4.0,,,5.0,5.0,,,8,,,OP 100 R,Bauteil nicht gespannt,,,OP 100 R,OP 100 R,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,06:00:00,07:00:00,60.00000000000003,4.0,,,3.0,3.0,,5.0,,,,R 03,Freitext,Ausrichtstation / Einzelaufträge,,R 03,R 03,,,,,ausrichtstation / einzelaufträge,ausrichtstation / einzelaufträge,freitext,freitext
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,06:00:00,07:00:00,60.00000000000003,4.0,,,3.0,3.0,,10.0,,,,OP 100 R,Bauteil nicht gelöst,Zylinder gereinigt,,OP 100 R,OP 100 R,,,,,zylinder gereinigt,zylinder gereinigt,bauteil nicht gelöst,bauteil nicht gelöst
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,06:00:00,07:00:00,60.00000000000003,4.0,,,3.0,3.0,,8.0,,,,R 02,Parallelgreifer ,,,R 02,R 02,,,,,,,parallelgreifer,parallelgreifer
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,07:00:00,08:00:00,59.99999999999995,4.0,,,4.0,4.0,,5.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,07:00:00,08:00:00,59.99999999999995,4.0,,,4.0,4.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,07:00:00,08:00:00,59.99999999999995,4.0,,,4.0,4.0,,5.0,,,,R 06,Zündfehler,,,R 06,R 06,,,,,,,zündfehler,zündfehler
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,07:00:00,08:00:00,59.99999999999995,4.0,,,4.0,4.0,,,,,20.0,OP 60,Freitext,DB falsch gepackt 2.3 soll 2650 ist 2900,,OP 60,OP 60,,,,,db falsch gepackt 2.3 soll 2650 ist 2900,db falsch gepackt 2.3 soll 2650 ist 2900,freitext,freitext
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,08:00:00,09:00:00,60.00000000000003,4.0,,,7.0,7.0,,5.0,,,,R 02,Parallelgreifer ,,,R 02,R 02,,,,,,,parallelgreifer,parallelgreifer
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,08:00:00,09:00:00,60.00000000000003,4.0,,,7.0,7.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,08:00:00,09:00:00,60.00000000000003,4.0,,,7.0,7.0,,8.0,,,,R 09,Freitext,Abschaltsicherung / Zündfehler Gasdüse / Kontaktrohr getauscht,,R 09,R 09,,,,,abschaltsicherung / zündfehler gasdüse / kontaktrohr getauscht,abschaltsicherung / zündfehler gasdüse / kontaktrohr getauscht,freitext,freitext
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,09:30:00,10:00:00,30.000000000000053,4.0,,,2.0,2.0,,8.0,,,,R 07,Gasdüse und Kontaktrohr getauscht,,,R07/R08,R 07,R 08,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,09:30:00,10:00:00,30.000000000000053,4.0,,,2.0,2.0,,,,,20.0,OP 60,,DB falsch gepackt 2.3 soll 2764 ist 2650,,OP 60,OP 60,,,,,db falsch gepackt 2.3 soll 2764 ist 2650,db falsch gepackt 2.3 soll 2764 ist 2650,,
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,10:00:00,11:00:00,59.99999999999995,4.0,,,7.0,7.0,,10.0,,,,OP 100 R,Bauteil nicht gelöst ,Zylinder gereinigt,,OP 100 R,OP 100 R,,,,,zylinder gereinigt,zylinder gereinigt,bauteil nicht gelöst,bauteil nicht gelöst
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,10:00:00,11:00:00,59.99999999999995,4.0,,,7.0,7.0,,8.0,,,,R 01,Freitext,hat Bauteil falsch abgelegt OP40 Re,,R 01,R 01,,,,,hat bauteil falsch abgelegt op40 re,hat bauteil falsch abgelegt op40 re,freitext,freitext
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,10:00:00,11:00:00,59.99999999999995,4.0,,,7.0,7.0,,,5,,,OP 100 L,Verstärkungsprofil,,,OP 100 L,OP 100 L,,,,,,,verstärkungsprofil,verstärkungsprofil
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,10:00:00,11:00:00,59.99999999999995,4.0,,,7.0,7.0,,5.0,,,,R 06,Zündfehler,,,R 06,R 06,,,,,,,zündfehler,zündfehler
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,11:00:00,12:00:00,60.00000000000003,4.0,,2.0,6.0,8.0,,5.0,,,,R 08,Zündfehler,,,R 08,R 08,,,,,,,zündfehler,zündfehler
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,11:00:00,12:00:00,60.00000000000003,4.0,,2.0,6.0,8.0,,,8,,,OP 100 R,Bauteil nicht gespannt,,,OP 100 R,OP 100 R,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,11:00:00,12:00:00,60.00000000000003,4.0,,2.0,6.0,8.0,,8.0,,,,R 01,Freitext,hat Bauteil falsch abgelegt OP40 Re,,R 01,R 01,,,,,hat bauteil falsch abgelegt op40 re,hat bauteil falsch abgelegt op40 re,freitext,freitext
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,11:00:00,12:00:00,60.00000000000003,4.0,,2.0,6.0,8.0,,8.0,,,,R 08,Freitext,Rob Tech teacht Schweißposition,,R 08,R 08,,,,,rob tech teacht schweißposition,rob tech teacht schweißposition,freitext,freitext
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,12:00:00,13:00:00,59.99999999999995,4.0,,,6.0,6.0,,,8,,,OP 100 R,Bauteil nicht gespannt,,,OP 100 R,OP 100 R,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,12:00:00,13:00:00,59.99999999999995,4.0,,,6.0,6.0,,8.0,,,,R 01,Freitext,hat Bauteil falsch abgelegt OP40 Re,,R 01,R 01,,,,,hat bauteil falsch abgelegt op40 re,hat bauteil falsch abgelegt op40 re,freitext,freitext
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,f,12:00:00,13:00:00,59.99999999999995,4.0,,,6.0,6.0,,,,15.0,,,Reinigung,,,,,,,,,,,reinigung,reinigung
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,s,13:00:00,14:00:00,60.00000000000011,3.0,,,7.0,7.0,,,,20.0,,,Wartungsplan,,,,,,,,,,,wartungsplan,wartungsplan
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,s,13:00:00,14:00:00,60.00000000000011,3.0,,,7.0,7.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,s,13:00:00,14:00:00,60.00000000000011,3.0,,,7.0,7.0,,8.0,,,,R 01,Freitext,hat Bauteil falsch abgelegt OP 40 R,,R 01,R 01,,,,,hat bauteil falsch abgelegt op 40 r,hat bauteil falsch abgelegt op 40 r,freitext,freitext
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,s,13:00:00,14:00:00,60.00000000000011,3.0,,,7.0,7.0,,,5,,,OP 100 R,Bauteil nicht gespannt,,,OP 100 R,OP 100 R,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,s,14:00:00,15:00:00,59.99999999999995,3.0,,4.0,3.0,7.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,s,14:00:00,15:00:00,59.99999999999995,3.0,,4.0,3.0,7.0,,5.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-03-14,2.0,2023-03-14 00:00:00,2023/11,s,14:00:00,15:00:00,59.99999999999995,3.0,,4.0,3.0,7.0,,5.0,,,,R 04,Zündfehler,,,R 04,R 04,,,,,,,zündfehler,zündfehler
