Datum,Wochentag,KW,DatumNEU,Jahr,Monat,Tag,Quartal,Schicht,Zeit von,Zeit bis,Dauer Arbeits-zeit,Anzahl MA,Menge N.i. O.,Menge i. O. L4,Menge i. O. L5,MengeGesamtNIO,Dauer Org-Mangel,Dauer Anlagen-Ausfall,Störung aufgrund Vormaterial,Dauer Anlagen-Ausfall intern,Dauer Logistik- Defizite,Station/ OP,Bemerkung,Anzahl/ Std.,Sollzeit/ Stück (Min),Zeit_von_min,Zeit_bis_min,Station/ OP_raw,Station/ OP_1,Station/ OP_2,Fehlercode,Bemerkung_norm,Bemerkung_std,Störfall,Anzahl Störfälle Zeitfenster
2024-04-05,5,2024/14,2024-04-05,2024,4,5,2,f,12:00:00,13:15:00,75.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,0.0,,Reinigen,0.0,0.0,720.0,795.0,,,,,reinigen,reinigen,J,3
2024-04-05,5,2024/14,2024-04-05,2024,4,5,2,f,12:00:00,13:15:00,75.0,4.0,0.0,0.0,3.0,3.0,0.0,18.0,0.0,0.0,0.0,,"Kranvernbedienung defekt, Elektriker informiert / Teamleiter informiert )",0.0,0.0,720.0,795.0,,,,,"kranvernbedienung defekt, elektriker informiert / teamleiter informiert )","kranvernbedienung defekt, elektriker informiert / teamleiter informiert )",J,3
2024-04-05,5,2024/14,2024-04-05,2024,4,5,2,f,12:00:00,13:15:00,75.0,4.0,0.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,R 05,"Vakuumkreis 1 schaltet nicht, ( Sauger liegen nicht richtig auf und ziehen luft ) ",0.0,8.5,720.0,795.0,R 05,R 05,,,"vakuumkreis 1 schaltet nicht, ( sauger liegen nicht richtig auf und ziehen luft )","vakuumkreis 1 schaltet nicht, ( sauger liegen nicht richtig auf und ziehen luft )",J,3
2024-04-05,5,2024/14,2024-04-05,2024,4,5,2,s,13:15:00,14:00:00,45.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,15.0,0.0,,Wartungsplan,0.0,8.5,795.0,840.0,,,,,wartungsplan,wartungsplan,J,1
2024-04-05,5,2024/14,2024-04-05,2024,4,5,2,s,14:00:00,15:00:00,60.0,5.0,0.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,840.0,900.0,,,,,,,N,0
2024-04-05,5,2024/14,2024-04-05,2024,4,5,2,s,15:00:00,16:00:00,60.0,5.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,900.0,960.0,,,,,,,N,0
2024-04-05,5,2024/14,2024-04-05,2024,4,5,2,s,16:00:00,17:00:00,60.0,5.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,960.0,1020.0,,,,,,,N,0
2024-04-05,5,2024/14,2024-04-05,2024,4,5,2,s,17:30:00,18:00:00,30.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1050.0,1080.0,,,,,,,N,0
2024-04-05,5,2024/14,2024-04-05,2024,4,5,2,s,18:00:00,19:00:00,60.0,5.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1080.0,1140.0,,,,,,,N,0
2024-04-05,5,2024/14,2024-04-05,2024,4,5,2,s,19:00:00,20:00:00,60.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,15.0,0.0,,Reinigen,0.0,0.0,1140.0,1200.0,,,,,reinigen,reinigen,J,1
2024-04-05,5,2024/14,2024-04-05,2024,4,5,2,s,20:00:00,21:00:00,60.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,,Reinigen,0.0,0.0,1200.0,1260.0,,,,,reinigen,reinigen,J,1
2024-04-05,5,2024/14,2024-04-05,2024,4,5,2,s,21:00:00,21:45:00,45.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,,Reinigen,0.0,0.0,1260.0,1305.0,,,,,reinigen,reinigen,J,1
2024-04-08,1,2024/15,2024-04-08,2024,4,8,2,f,04:45:00,06:00:00,75.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,15.0,0.0,,Wartungsplan,0.0,8.5,285.0,360.0,,,,,wartungsplan,wartungsplan,J,1
2024-04-08,1,2024/15,2024-04-08,2024,4,8,2,f,06:00:00,07:00:00,60.0,5.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,360.0,420.0,,,,,,,N,0
2024-04-08,1,2024/15,2024-04-08,2024,4,8,2,f,07:00:00,08:00:00,60.0,5.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,420.0,480.0,,,,,,,N,0
2024-04-08,1,2024/15,2024-04-08,2024,4,8,2,f,08:00:00,09:00:00,60.0,5.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,480.0,540.0,,,,,,,N,0
2024-04-08,1,2024/15,2024-04-08,2024,4,8,2,f,09:30:00,10:00:00,30.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,570.0,600.0,,,,,,,N,0
2024-04-08,1,2024/15,2024-04-08,2024,4,8,2,f,10:00:00,11:00:00,60.0,5.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,600.0,660.0,,,,,,,N,0
2024-04-08,1,2024/15,2024-04-08,2024,4,8,2,f,11:00:00,12:00:00,60.0,5.0,0.0,0.0,4.0,4.0,0.0,8.0,0.0,0.0,0.0,,Schweißstörung durch Bauteil,0.0,8.5,660.0,720.0,,,,,schweißstörung durch bauteil,schweißstörung durch bauteil,J,3
2024-04-08,1,2024/15,2024-04-08,2024,4,8,2,f,11:00:00,12:00:00,60.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,8.0,0.0,0.0,,Vakuum nicht vorhanden ( Dreck auf dem Blech ),0.0,0.0,660.0,720.0,,,,,vakuum nicht vorhanden ( dreck auf dem blech ),vakuum nicht vorhanden ( dreck auf dem blech ),J,3
2024-04-08,1,2024/15,2024-04-08,2024,4,8,2,f,11:00:00,12:00:00,60.0,5.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,,Vakuum nicht vorhanden,0.0,0.0,660.0,720.0,,,,,vakuum nicht vorhanden,vakuum nicht vorhanden,J,3
2024-04-08,1,2024/15,2024-04-08,2024,4,8,2,f,12:00:00,13:15:00,75.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,,Reinigen,0.0,0.0,720.0,795.0,,,,,reinigen,reinigen,J,1
2024-04-08,1,2024/15,2024-04-08,2024,4,8,2,s,13:15:00,14:00:00,45.0,4.0,0.0,3.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,OP 50,Vakuumkreis 1 schaltet nicht,0.0,0.0,795.0,840.0,OP 50,OP 50,,,vakuumkreis 1 schaltet nicht,vakuumkreis 1 schaltet nicht,J,2
2024-04-08,1,2024/15,2024-04-08,2024,4,8,2,s,13:15:00,14:00:00,45.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,15.0,0.0,,Wartungsplan,0.0,8.5,795.0,840.0,,,,,wartungsplan,wartungsplan,J,2
2024-04-08,1,2024/15,2024-04-08,2024,4,8,2,s,14:00:00,15:00:00,60.0,4.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,840.0,900.0,,,,,,,N,0
2024-04-08,1,2024/15,2024-04-08,2024,4,8,2,s,15:00:00,16:00:00,60.0,4.0,0.0,0.0,4.0,4.0,0.0,10.0,0.0,0.0,0.0,R 06,"Brenner wechseln  ( alter Brenner laut Robtech Krum, Leoniefahrt hatte aber gepasst )",0.0,8.5,900.0,960.0,R 06,R 06,,,"brenner wechseln ( alter brenner laut robtech krum, leoniefahrt hatte aber gepasst )","brenner wechseln ( alter brenner laut robtech krum, leoniefahrt hatte aber gepasst )",J,1
2024-04-08,1,2024/15,2024-04-08,2024,4,8,2,s,16:00:00,17:00:00,60.0,4.0,0.0,0.0,4.0,4.0,0.0,10.0,0.0,0.0,0.0,R 01,Vakuum nicht vorhanden,0.0,8.5,960.0,1020.0,R 01,R 01,,,vakuum nicht vorhanden,vakuum nicht vorhanden,J,1
2024-04-08,1,2024/15,2024-04-08,2024,4,8,2,s,17:30:00,18:00:00,30.0,4.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,R 01,Vakuum nicht vorhanden,0.0,8.5,1050.0,1080.0,R 01,R 01,,,vakuum nicht vorhanden,vakuum nicht vorhanden,J,1
2024-04-08,1,2024/15,2024-04-08,2024,4,8,2,s,18:00:00,19:00:00,60.0,4.0,0.0,0.0,4.0,4.0,0.0,10.0,0.0,0.0,0.0,,"Makierer makiert nicht, auch nach mehreren quittierungs versuchen",3.0,8.5,1080.0,1140.0,,,,,"makierer makiert nicht, auch nach mehreren quittierungs versuchen","makierer makiert nicht, auch nach mehreren quittierungs versuchen",J,1
2024-04-08,1,2024/15,2024-04-08,2024,4,8,2,s,19:00:00,20:00:00,60.0,4.0,0.0,0.0,4.0,4.0,0.0,10.0,0.0,0.0,0.0,R 01,Vakuum nicht vorhanden,0.0,0.0,1140.0,1200.0,R 01,R 01,,,vakuum nicht vorhanden,vakuum nicht vorhanden,J,2
2024-04-08,1,2024/15,2024-04-08,2024,4,8,2,s,19:00:00,20:00:00,60.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,Makierer ausgeschalltet nachdem er mehrere Stirnwände nacheinander nicht makiert hat,0.0,8.5,1140.0,1200.0,,,,,makierer ausgeschalltet nachdem er mehrere stirnwände nacheinander nicht makiert hat,makierer ausgeschalltet nachdem er mehrere stirnwände nacheinander nicht makiert hat,J,2
2024-04-08,1,2024/15,2024-04-08,2024,4,8,2,s,20:00:00,21:00:00,60.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,R 07,,0.0,0.0,1200.0,1260.0,R 07,R 07,,,,,J,2
2024-04-08,1,2024/15,2024-04-08,2024,4,8,2,s,20:00:00,21:00:00,60.0,4.0,0.0,0.0,4.0,4.0,0.0,10.0,0.0,0.0,0.0,R 01,Vakuum nicht vorhanden,0.0,8.5,1200.0,1260.0,R 01,R 01,,,vakuum nicht vorhanden,vakuum nicht vorhanden,J,2
2024-04-08,1,2024/15,2024-04-08,2024,4,8,2,s,21:00:00,21:45:00,45.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,0.0,,Reinigen,0.0,0.0,1260.0,1305.0,,,,,reinigen,reinigen,J,1
2024-04-09,2,2024/15,2024-04-09,2024,4,9,2,f,04:45:00,06:00:00,75.0,5.0,0.0,2.0,3.0,5.0,0.0,10.0,0.0,0.0,0.0,R 05,Vakuum nicht vorhanden in OP-50,2.0,0.0,285.0,360.0,R 05,R 05,,,vakuum nicht vorhanden in op-50,vakuum nicht vorhanden in op-50,J,2
2024-04-09,2,2024/15,2024-04-09,2024,4,9,2,f,04:45:00,06:00:00,75.0,5.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,15.0,0.0,,Wartungsplan,0.0,8.5,285.0,360.0,,,,,wartungsplan,wartungsplan,J,2
2024-04-09,2,2024/15,2024-04-09,2024,4,9,2,f,06:00:00,07:00:00,60.0,5.0,0.0,5.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,R 05,Vakuum nicht vorhanden in OP-50,3.0,8.5,360.0,420.0,R 05,R 05,,,vakuum nicht vorhanden in op-50,vakuum nicht vorhanden in op-50,J,1
2024-04-09,2,2024/15,2024-04-09,2024,4,9,2,f,07:00:00,08:00:00,60.0,5.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,420.0,480.0,,,,,,,N,0
2024-04-09,2,2024/15,2024-04-09,2024,4,9,2,f,08:00:00,09:00:00,60.0,7.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,480.0,540.0,,,,,,,N,0
2024-04-09,2,2024/15,2024-04-09,2024,4,9,2,f,09:30:00,10:00:00,30.0,7.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,R 01,Vakuum nicht vorhanden,0.0,0.0,570.0,600.0,R 01,R 01,,,vakuum nicht vorhanden,vakuum nicht vorhanden,J,1
2024-04-09,2,2024/15,2024-04-09,2024,4,9,2,f,10:00:00,11:00:00,60.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,15.0,0.0,0.0,OP 10,Vakuum nicht vorhanden,4.0,8.5,600.0,660.0,OP 10,OP 10,,,vakuum nicht vorhanden,vakuum nicht vorhanden,J,1
2024-04-09,2,2024/15,2024-04-09,2024,4,9,2,f,11:00:00,12:00:00,60.0,6.0,0.0,0.0,5.0,5.0,0.0,7.0,0.0,0.0,0.0,R 07,Probleme mit Stromdüse,0.0,8.5,660.0,720.0,R 07,R 07,,,probleme mit stromdüse,probleme mit stromdüse,J,1
2024-04-09,2,2024/15,2024-04-09,2024,4,9,2,f,12:00:00,13:15:00,75.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,15.0,0.0,,Reinigen,0.0,0.0,720.0,795.0,,,,,reinigen,reinigen,J,2
2024-04-09,2,2024/15,2024-04-09,2024,4,9,2,f,12:00:00,13:15:00,75.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,5.0,0.0,0.0,R 07,Probleme mit Schweißdraht,0.0,8.5,720.0,795.0,R 07,R 07,,,probleme mit schweißdraht,probleme mit schweißdraht,J,2
2024-04-09,2,2024/15,2024-04-09,2024,4,9,2,s,13:15:00,14:00:00,45.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,0.0,,Wartungsplan,0.0,8.5,795.0,840.0,,,,,wartungsplan,wartungsplan,J,1
2024-04-09,2,2024/15,2024-04-09,2024,4,9,2,s,14:00:00,15:00:00,60.0,4.0,0.0,0.0,2.0,2.0,0.0,40.0,0.0,0.0,0.0,R 06,Drahtfasswechseln ( Hit Welding Industry  Drahtfass ),0.0,8.5,840.0,900.0,R 06,R 06,,,drahtfasswechseln ( hit welding industry drahtfass ),drahtfasswechsel ( hit welding industry drahtfass ),J,1
2024-04-09,2,2024/15,2024-04-09,2024,4,9,2,s,15:00:00,16:00:00,60.0,4.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,900.0,960.0,,,,,,,N,0
2024-04-09,2,2024/15,2024-04-09,2024,4,9,2,s,16:00:00,17:00:00,60.0,4.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,R 05,Vakuumkreis 1 schaltet nicht,0.0,8.5,960.0,1020.0,R 05,R 05,,,vakuumkreis 1 schaltet nicht,vakuumkreis 1 schaltet nicht,J,1
2024-04-09,2,2024/15,2024-04-09,2024,4,9,2,s,17:30:00,18:00:00,30.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1050.0,1080.0,,,,,,,N,0
2024-04-09,2,2024/15,2024-04-09,2024,4,9,2,s,18:00:00,19:00:00,60.0,4.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1080.0,1140.0,,,,,,,N,0
2024-04-09,2,2024/15,2024-04-09,2024,4,9,2,s,19:00:00,20:00:00,60.0,4.0,0.0,0.0,4.0,4.0,0.0,20.0,0.0,0.0,0.0,OP 25,"Daten verloren ( passwordeingabe geht nicht, Robtech informiert )",0.0,8.5,1140.0,1200.0,OP 25,OP 25,,,"daten verloren ( passwordeingabe geht nicht, robtech informiert )","daten verloren ( passwordeingabe geht nicht, robtech informiert )",J,1
2024-04-09,2,2024/15,2024-04-09,2024,4,9,2,s,20:00:00,21:00:00,60.0,4.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,R 07,Probleme mit Schweißdraht,0.0,8.5,1200.0,1260.0,R 07,R 07,,,probleme mit schweißdraht,probleme mit schweißdraht,J,1
2024-04-09,2,2024/15,2024-04-09,2024,4,9,2,s,21:00:00,21:45:00,45.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,15.0,0.0,,Reinigen,0.0,0.0,1260.0,1305.0,,,,,reinigen,reinigen,J,1
2024-04-10,3,2024/15,2024-04-10,2024,4,10,2,f,04:45:00,06:00:00,75.0,5.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,15.0,0.0,,Wartungsplan,0.0,8.5,285.0,360.0,,,,,wartungsplan,wartungsplan,J,1
2024-04-10,3,2024/15,2024-04-10,2024,4,10,2,f,06:00:00,07:00:00,60.0,6.0,0.0,4.0,1.0,5.0,0.0,8.0,0.0,0.0,0.0,R 05,Vakuumkreis 1 schaltet nicht in OP 50 bei L-4,0.0,8.5,360.0,420.0,R 05,R 05,,,vakuumkreis 1 schaltet nicht in op 50 bei l-4,vakuumkreis 1 schaltet nicht in op 50 bei l-4,J,1
2024-04-10,3,2024/15,2024-04-10,2024,4,10,2,f,07:00:00,08:00:00,60.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,,Warten auf Eckrungen,0.0,8.5,420.0,480.0,,,,,warten auf eckrungen,warten auf eckrungen,J,1
2024-04-10,3,2024/15,2024-04-10,2024,4,10,2,f,08:00:00,09:00:00,60.0,6.0,0.0,0.0,5.0,5.0,0.0,18.0,0.0,0.0,0.0,R 05,Knoten 3 klemmt in OP 50 ,2.0,8.5,480.0,540.0,R 05,R 05,,,knoten 3 klemmt in op 50,knoten 3 klemmt in op 50,J,1
2024-04-10,3,2024/15,2024-04-10,2024,4,10,2,f,09:30:00,10:00:00,30.0,6.0,0.0,0.0,3.0,3.0,0.0,7.0,0.0,0.0,0.0,R 07,Probleme mit Stromdüse,0.0,0.0,570.0,600.0,R 07,R 07,,,probleme mit stromdüse,probleme mit stromdüse,J,1
2024-04-10,3,2024/15,2024-04-10,2024,4,10,2,f,10:00:00,11:00:00,60.0,6.0,0.0,0.0,6.0,6.0,0.0,5.0,0.0,0.0,0.0,R 07,Probleme mit Schweißdraht,0.0,8.5,600.0,660.0,R 07,R 07,,,probleme mit schweißdraht,probleme mit schweißdraht,J,1
2024-04-10,3,2024/15,2024-04-10,2024,4,10,2,f,11:00:00,12:00:00,60.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,660.0,720.0,,,,,,,N,0
2024-04-10,3,2024/15,2024-04-10,2024,4,10,2,f,12:00:00,13:15:00,75.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,15.0,0.0,,Reinigen,0.0,0.0,720.0,795.0,,,,,reinigen,reinigen,J,2
2024-04-10,3,2024/15,2024-04-10,2024,4,10,2,f,12:00:00,13:15:00,75.0,6.0,0.0,0.0,5.0,5.0,0.0,10.0,0.0,0.0,0.0,,Knoten 3 klemmt in OP 50 ,0.0,8.5,720.0,795.0,,,,,knoten 3 klemmt in op 50,knoten 3 klemmt in op 50,J,2
2024-04-10,3,2024/15,2024-04-10,2024,4,10,2,s,13:15:00,14:00:00,45.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,0.0,,Wartungsplan,0.0,8.5,795.0,840.0,,,,,wartungsplan,wartungsplan,J,1
2024-04-10,3,2024/15,2024-04-10,2024,4,10,2,s,14:00:00,15:00:00,60.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,0.0,OP 110,Kratzer in Stw nacharbeiten,0.0,8.5,840.0,900.0,OP 110,OP 110,,,kratzer in stw nacharbeiten,kratzer in stw nacharbeiten,J,1
2024-04-10,3,2024/15,2024-04-10,2024,4,10,2,s,15:00:00,16:00:00,60.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,900.0,960.0,,,,,,,N,0
2024-04-10,3,2024/15,2024-04-10,2024,4,10,2,s,16:00:00,17:00:00,60.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,960.0,1020.0,,,,,,,N,0
2024-04-10,3,2024/15,2024-04-10,2024,4,10,2,s,17:30:00,18:00:00,30.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1050.0,1080.0,,,,,,,N,0
2024-04-10,3,2024/15,2024-04-10,2024,4,10,2,s,18:00:00,19:00:00,60.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1080.0,1140.0,,,,,,,N,0
2024-04-10,3,2024/15,2024-04-10,2024,4,10,2,s,19:00:00,20:00:00,60.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1140.0,1200.0,,,,,,,N,0
2024-04-10,3,2024/15,2024-04-10,2024,4,10,2,s,20:00:00,21:00:00,60.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1200.0,1260.0,,,,,,,N,0
2024-04-10,3,2024/15,2024-04-10,2024,4,10,2,s,21:00:00,21:45:00,45.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,15.0,0.0,,Reinigen,0.0,0.0,1260.0,1305.0,,,,,reinigen,reinigen,J,1
2024-04-11,4,2024/15,2024-04-11,2024,4,11,2,f,04:45:00,06:00:00,75.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,15.0,0.0,,Wartungsplan,0.0,8.5,285.0,360.0,,,,,wartungsplan,wartungsplan,J,2
2024-04-11,4,2024/15,2024-04-11,2024,4,11,2,f,04:45:00,06:00:00,75.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,10.0,,Warten auf Eckrungen,0.0,0.0,285.0,360.0,,,,,warten auf eckrungen,warten auf eckrungen,J,2
2024-04-11,4,2024/15,2024-04-11,2024,4,11,2,f,06:00:00,07:00:00,60.0,5.0,0.0,1.0,4.0,5.0,0.0,0.0,10.0,0.0,0.0,OP 10-,Vakuum nicht vorhanden,0.0,8.5,360.0,420.0,OP.10-R,OP 10-,R,,vakuum nicht vorhanden,vakuum nicht vorhanden,J,1
2024-04-11,4,2024/15,2024-04-11,2024,4,11,2,f,07:00:00,08:00:00,60.0,5.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,30.0,,Warten auf Eckrungen,0.0,0.0,420.0,480.0,,,,,warten auf eckrungen,warten auf eckrungen,J,1
2024-04-11,4,2024/15,2024-04-11,2024,4,11,2,f,08:00:00,09:00:00,60.0,5.0,0.0,5.0,1.0,6.0,0.0,8.0,0.0,0.0,0.0,R 05,Vakuum nicht vorhanden,2.0,8.5,480.0,540.0,R 05,R 05,,,vakuum nicht vorhanden,vakuum nicht vorhanden,J,1
2024-04-11,4,2024/15,2024-04-11,2024,4,11,2,f,09:30:00,10:00:00,30.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,570.0,600.0,,,,,,,N,0
2024-04-11,4,2024/15,2024-04-11,2024,4,11,2,f,10:00:00,11:00:00,60.0,5.0,0.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,600.0,660.0,,,,,,,N,0
2024-04-11,4,2024/15,2024-04-11,2024,4,11,2,f,11:00:00,12:00:00,60.0,5.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,660.0,720.0,,,,,,,N,0
2024-04-11,4,2024/15,2024-04-11,2024,4,11,2,f,12:00:00,13:15:00,75.0,5.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,15.0,0.0,,Reinigen,0.0,0.0,720.0,795.0,,,,,reinigen,reinigen,J,1
2024-04-11,4,2024/15,2024-04-11,2024,4,11,2,s,13:15:00,14:00:00,45.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,15.0,0.0,,Wartungsplan,0.0,8.5,795.0,840.0,,,,,wartungsplan,wartungsplan,J,1
2024-04-11,4,2024/15,2024-04-11,2024,4,11,2,s,14:00:00,15:00:00,60.0,5.0,0.0,0.0,5.0,5.0,0.0,15.0,0.0,0.0,0.0,R 05,"Knotengreifer 3 Störung ( Knoten fällt beim abholen in OP50 heraus, oder legt Knoten nicht richtig in OP 50 ein ) Robtech informiert",0.0,8.5,840.0,900.0,R 05,R 05,,,"knotengreifer 3 störung ( knoten fällt beim abholen in op50 heraus, oder legt knoten nicht richtig in op 50 ein ) robtech informiert","knotengreifer 3 störung ( knoten fällt beim abholen in op50 heraus, oder legt knoten nicht richtig in op 50 ein ) robtech informiert",J,1
2024-04-11,4,2024/15,2024-04-11,2024,4,11,2,s,15:00:00,16:00:00,60.0,5.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,900.0,960.0,,,,,,,N,0
2024-04-11,4,2024/15,2024-04-11,2024,4,11,2,s,16:00:00,17:00:00,60.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,OP 10,Vakuum nicht vorhanden ( Bleche kleben aneinander ),0.0,0.0,960.0,1020.0,OP 10,OP 10,,,vakuum nicht vorhanden ( bleche kleben aneinander ),vakuum nicht vorhanden ( bleche kleben aneinander ),J,2
2024-04-11,4,2024/15,2024-04-11,2024,4,11,2,s,16:00:00,17:00:00,60.0,5.0,0.0,0.0,5.0,5.0,0.0,10.0,0.0,0.0,0.0,R 06,Brenner wechseln,0.0,8.5,960.0,1020.0,R 06,R 06,,,brenner wechseln,brenner wechseln,J,2
2024-04-11,4,2024/15,2024-04-11,2024,4,11,2,s,17:30:00,18:00:00,30.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1050.0,1080.0,,,,,,,N,0
2024-04-11,4,2024/15,2024-04-11,2024,4,11,2,s,18:00:00,19:00:00,60.0,5.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1080.0,1140.0,,,,,,,N,0
2024-04-11,4,2024/15,2024-04-11,2024,4,11,2,s,19:00:00,20:00:00,60.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,30.0,0.0,,Reinigung,0.0,0.0,1140.0,1200.0,,,,,reinigung,reinigung,J,1
2024-04-11,4,2024/15,2024-04-11,2024,4,11,2,s,20:00:00,21:00:00,60.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,,Reinigung,0.0,0.0,1200.0,1260.0,,,,,reinigung,reinigung,J,1
2024-04-11,4,2024/15,2024-04-11,2024,4,11,2,s,21:00:00,21:45:00,45.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,,Reinigung,0.0,0.0,1260.0,1305.0,,,,,reinigung,reinigung,J,1
2024-04-15,1,2024/16,2024-04-15,2024,4,15,2,f,04:45:00,06:00:00,75.0,4.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,15.0,0.0,,Wartungsplan,0.0,8.5,285.0,360.0,,,,,wartungsplan,wartungsplan,J,1
2024-04-15,1,2024/16,2024-04-15,2024,4,15,2,f,06:00:00,07:00:00,60.0,4.0,0.0,0.0,4.0,4.0,0.0,10.0,0.0,0.0,0.0,R 07,Probleme mit Schweißdraht,0.0,8.5,360.0,420.0,R 07,R 07,,,probleme mit schweißdraht,probleme mit schweißdraht,J,1
